second,packet_drop_rate,byte_drop_rate,avg_timeDelta,std_timeDelta,skw_timeDelta,kur_timeDelta,vmaf,exp_id,video,problem,value
10.0,0.0174,0.0438,0.0035,0.0113,3.0728,7.6591,6.233979545454545,4206,scarlet,drop,1.70
11.0,0.0415,0.0686,0.0043,0.0125,2.6853,5.4086,7.0259493636363635,4206,scarlet,drop,1.70
12.0,0.0383,0.0672,0.004,0.012,2.8393,6.2633,4.959535227272727,4206,scarlet,drop,1.70
13.0,0.0389,0.0667,0.0041,0.0121,2.8149,6.1377,5.501618761904761,4206,scarlet,drop,1.70
14.0,0.0358,0.0602,0.0037,0.0116,2.9837,7.1039,10.355766999999998,4206,scarlet,drop,1.70
15.0,0.0221,0.05,0.0045,0.0128,2.6156,5.0285,12.362864909090911,4206,scarlet,drop,1.70
16.0,0.0204,0.0483,0.0052,0.0136,2.3551,3.7147,5.6755640000000005,4206,scarlet,drop,1.70
17.0,0.0286,0.0558,0.0033,0.0109,3.2209,8.6098,10.437866476190477,4206,scarlet,drop,1.70
18.0,0.0167,0.0443,0.0042,0.0124,2.7183,5.5878,9.858312545454545,4206,scarlet,drop,1.70
19.0,0.0317,0.0598,0.0036,0.0115,3.0163,7.3337,8.85986931818182,4206,scarlet,drop,1.70
20.0,0.0141,0.0452,0.0036,0.0114,3.0521,7.56,9.150626454545458,4206,scarlet,drop,1.70
21.0,0.0523,0.0799,0.0035,0.0112,3.1188,7.9343,9.146374,4206,scarlet,drop,1.70
22.0,0.0294,0.0611,0.0043,0.0125,2.6854,5.3859,8.390960454545455,4206,scarlet,drop,1.70
23.0,0.0273,0.0542,0.004,0.0121,2.8346,6.2392,8.304386454545455,4206,scarlet,drop,1.70
24.0,0.0571,0.081,0.0174,0.0206,0.3468,-1.9569,15.129361909090909,4206,scarlet,drop,1.70
1.0,0.0,0.0273,0.0025,0.0096,3.7989,12.7913,99.87753576190478,4416,scarlet,good,0
2.0,0.0,0.0275,0.0036,0.0115,2.9685,7.0162,100.0,4416,scarlet,good,0
3.0,0.0,0.0274,0.0037,0.0118,2.9722,7.0153,100.0,4416,scarlet,good,0
4.0,0.0,0.0274,0.0034,0.0113,3.1386,8.043,100.0,4416,scarlet,good,0
5.0,-0.0071,0.0272,0.0035,0.0114,3.0434,7.4134,88.66260385714286,4416,scarlet,good,0
6.0,0.0,0.0275,0.0035,0.0116,3.0536,7.504,89.12633827272727,4416,scarlet,good,0
7.0,0.0,0.0274,0.0036,0.0117,3.0013,7.1941,100.0,4416,scarlet,good,0
8.0,0.0931,0.1192,0.0038,0.012,2.8989,6.5787,100.0,4416,scarlet,good,0
9.0,0.0,0.0276,0.0036,0.0117,2.9854,7.0916,100.0,4416,scarlet,good,0
10.0,0.0139,0.0415,0.0035,0.0115,3.052,7.5066,100.0,4416,scarlet,good,0
11.0,0.0,0.0272,0.0041,0.0123,2.7214,5.5357,100.0,4416,scarlet,good,0
12.0,0.0,0.0274,0.0038,0.012,2.8813,6.4668,100.0,4416,scarlet,good,0
13.0,0.0078,0.0374,0.0039,0.0121,2.8417,6.2496,98.99591009523809,4416,scarlet,good,0
14.0,-0.0036,0.0271,0.0036,0.0116,3.0228,7.3242,96.18361568181818,4416,scarlet,good,0
15.0,0.0,0.0273,0.0044,0.0128,2.6187,5.0175,98.09195186363637,4416,scarlet,good,0
16.0,0.0,0.0271,0.0051,0.0137,2.361,3.7109,98.706783,4416,scarlet,good,0
17.0,0.0,0.0273,0.0032,0.0109,3.2463,8.7078,100.0,4416,scarlet,good,0
18.0,0.0,0.0273,0.0042,0.0125,2.7274,5.6042,100.0,4416,scarlet,good,0
19.0,0.169,0.1993,0.0042,0.0126,2.6933,5.4103,100.0,4416,scarlet,good,0
20.0,0.0035,0.0289,0.0035,0.0116,3.0374,7.3975,100.0,4416,scarlet,good,0
21.0,0.0,0.0273,0.0033,0.0112,3.1995,8.4376,100.0,4416,scarlet,good,0
22.0,0.0,0.0271,0.0042,0.0125,2.7098,5.5009,100.0,4416,scarlet,good,0
23.0,0.0039,0.0297,0.0039,0.0121,2.8383,6.2196,99.43994772727272,4416,scarlet,good,0
24.0,0.0286,0.0486,0.0181,0.0209,0.3106,-1.9264,99.04429377272727,4416,scarlet,good,0
1.0,0.0,0.0273,0.0025,0.0095,3.7904,12.7898,99.87753576190478,4322,scarlet,drop,2.70
2.0,0.0,0.0276,0.0036,0.0117,3.0007,7.1887,100.0,4322,scarlet,drop,2.70
3.0,0.0,0.0274,0.0037,0.0118,2.9714,7.0093,25.130863454545455,4322,scarlet,drop,2.70
4.0,0.0303,0.058,0.0035,0.0113,3.1148,7.9366,0.7531315,4322,scarlet,drop,2.70
5.0,0.0565,0.0817,0.0037,0.0116,2.9603,6.9901,0.46018761904761907,4322,scarlet,drop,2.70
6.0,0.0421,0.0704,0.0037,0.0116,3.0145,7.3281,0.39271668181818176,4322,scarlet,drop,2.70
7.0,0.0433,0.0715,0.0037,0.0116,2.9372,6.8224,0.7143310909090909,4322,scarlet,drop,2.70
8.0,0.0517,0.0798,0.0036,0.0115,3.0183,7.3282,1.6588762727272728,4322,scarlet,drop,2.70
9.0,0.0582,0.087,0.0039,0.0118,2.8993,6.6157,5.5462198095238096,4322,scarlet,drop,2.70
10.0,0.0417,0.0678,0.0036,0.0115,3.0233,7.3572,5.324749909090908,4322,scarlet,drop,2.70
11.0,0.0498,0.0777,0.0044,0.0125,2.6326,5.0678,5.930984136363636,4322,scarlet,drop,2.70
12.0,0.0498,0.0747,0.004,0.012,2.8085,6.0693,5.922502090909091,4322,scarlet,drop,2.70
13.0,0.0584,0.0864,0.0041,0.0122,2.7752,5.9109,4.548557428571429,4322,scarlet,drop,2.70
14.0,0.043,0.0705,0.0038,0.0117,2.9779,7.0928,10.413232772727271,4322,scarlet,drop,2.70
15.0,0.0531,0.0783,0.0047,0.0136,2.908,7.8038,7.856332727272726,4322,scarlet,drop,2.70
16.0,0.051,0.0801,0.0054,0.0138,2.2973,3.4318,2.1165665454545457,4322,scarlet,drop,2.70
17.0,0.0635,0.0907,0.0034,0.0109,3.1172,7.8564,7.8837870952380955,4322,scarlet,drop,2.70
18.0,0.0458,0.073,0.0044,0.0125,2.6616,5.2781,7.6409838181818195,4322,scarlet,drop,2.70
19.0,0.0458,0.0742,0.0037,0.0116,2.9873,7.1579,7.6766505,4322,scarlet,drop,2.70
20.0,0.0423,0.059,0.0037,0.0115,2.982,7.0901,7.718478136363638,4322,scarlet,drop,2.70
21.0,0.0621,0.0867,0.0035,0.0117,3.5273,12.2549,8.430509,4322,scarlet,drop,2.70
22.0,0.0546,0.0792,0.0044,0.0125,2.6295,5.0737,3.2157542727272723,4322,scarlet,drop,2.70
23.0,0.0469,0.0728,0.0041,0.0122,2.7958,6.0247,0.557031909090909,4322,scarlet,drop,2.70
24.0,0.1143,0.1189,0.0189,0.0212,0.2512,-1.9913,0.0,4322,scarlet,drop,2.70
1.0,0.0,0.0273,0.0025,0.0096,3.7814,12.6634,99.87753576190478,4057,scarlet,drop,0.45
2.0,0.0,0.0276,0.0036,0.0117,3.0001,7.1821,98.38548145454546,4057,scarlet,drop,0.45
3.0,-0.0037,0.0272,0.0037,0.0118,2.9783,7.0503,31.46043922727272,4057,scarlet,drop,0.45
4.0,0.0101,0.0409,0.0034,0.0112,3.1514,8.1607,8.258082681818182,4057,scarlet,drop,0.45
5.0,0.0106,0.035,0.0036,0.0114,3.0555,7.5714,58.61595633333334,4057,scarlet,drop,0.45
6.0,0.0,0.0275,0.0035,0.0113,3.0916,7.7826,56.00984113636364,4057,scarlet,drop,0.45
7.0,0.0181,0.0458,0.0037,0.0115,2.9956,7.1888,8.055834545454543,4057,scarlet,drop,0.45
8.0,0.0103,0.0413,0.0035,0.0113,3.105,7.8665,34.41731654545455,4057,scarlet,drop,0.45
9.0,0.0036,0.0313,0.0037,0.0115,3.0046,7.2338,100.0,4057,scarlet,drop,0.45
10.0,0.0035,0.0298,0.0035,0.0111,3.0982,7.8112,51.86822786363636,4057,scarlet,drop,0.45
11.0,0.0083,0.0357,0.0042,0.0124,2.7503,5.7666,38.47703804545454,4057,scarlet,drop,0.45
12.0,0.0038,0.0313,0.0038,0.0117,2.8987,6.5902,45.348788454545456,4057,scarlet,drop,0.45
13.0,0.0,0.0273,0.0039,0.0119,2.8887,6.5617,92.38288319047619,4057,scarlet,drop,0.45
14.0,0.0072,0.0344,0.0036,0.0115,3.0516,7.5443,68.2438985909091,4057,scarlet,drop,0.45
15.0,0.0088,0.0363,0.0045,0.0127,2.6413,5.1653,54.44057668181818,4057,scarlet,drop,0.45
16.0,0.0153,0.043,0.0052,0.0136,2.3627,3.7466,62.19126436363636,4057,scarlet,drop,0.45
17.0,0.0063,0.0304,0.0032,0.0108,3.279,9.0286,98.16990338095238,4057,scarlet,drop,0.45
18.0,0.0042,0.0316,0.0042,0.0123,2.7445,5.7429,100.0,4057,scarlet,drop,0.45
19.0,0.0035,0.0312,0.0035,0.0113,3.0741,7.6975,95.35428627272726,4057,scarlet,drop,0.45
20.0,0.0176,0.039,0.0036,0.0114,3.0447,7.5121,28.707304272727274,4057,scarlet,drop,0.45
21.0,0.0196,0.047,0.0033,0.011,3.1956,8.4454,31.02841976190476,4057,scarlet,drop,0.45
22.0,0.0042,0.0314,0.0042,0.0125,2.7729,5.8798,0.0,4057,scarlet,drop,0.45
23.0,0.0078,0.035,0.0039,0.012,2.8733,6.4636,90.34903863636363,4057,scarlet,drop,0.45
24.0,0.0,0.0214,0.0179,0.0209,0.3435,-1.9247,65.17337986363636,4057,scarlet,drop,0.45
1.0,0.0,0.0273,0.0025,0.0096,3.7725,12.5285,99.87753576190478,4594,scarlet,good,0
2.0,0.0,0.0275,0.0036,0.0116,2.9838,7.0681,100.0,4594,scarlet,good,0
3.0,0.0,0.0274,0.0037,0.0118,2.973,7.0215,100.0,4594,scarlet,good,0
4.0,0.0,0.0274,0.0034,0.0114,3.1708,8.3056,100.0,4594,scarlet,good,0
5.0,0.0035,0.0282,0.0036,0.0116,2.9634,6.9292,100.0,4594,scarlet,good,0
6.0,-0.0035,0.0268,0.0034,0.0114,3.1329,8.0233,100.0,4594,scarlet,good,0
7.0,0.0,0.0274,0.0036,0.0117,2.9975,7.1609,100.0,4594,scarlet,good,0
8.0,0.0,0.0275,0.0035,0.0115,3.0918,7.75,100.0,4594,scarlet,good,0
9.0,0.0,0.0276,0.0036,0.0116,2.9746,6.9981,100.0,4594,scarlet,good,0
10.0,0.0,0.0275,0.0035,0.0115,3.0779,7.6639,100.0,4594,scarlet,good,0
11.0,0.0,0.0272,0.0042,0.0125,2.7346,5.642,100.0,4594,scarlet,good,0
12.0,0.0,0.0274,0.0038,0.012,2.8845,6.4932,100.0,4594,scarlet,good,0
13.0,0.0,0.0273,0.0039,0.0121,2.8553,6.3247,99.91600752380953,4594,scarlet,good,0
14.0,0.0,0.0272,0.0036,0.0116,3.0167,7.2889,97.97501231818183,4594,scarlet,good,0
15.0,0.0,0.0273,0.0044,0.0127,2.6065,4.9246,98.09195186363637,4594,scarlet,good,0
16.0,0.0,0.0271,0.0051,0.0137,2.3615,3.7139,98.706783,4594,scarlet,good,0
17.0,0.0,0.0273,0.0032,0.011,3.259,8.8269,100.0,4594,scarlet,good,0
18.0,0.0,0.0273,0.0042,0.0125,2.7241,5.5774,100.0,4594,scarlet,good,0
19.0,0.0,0.0276,0.0035,0.0116,3.0486,7.4781,100.0,4594,scarlet,good,0
20.0,-0.0035,0.0273,0.0035,0.0115,3.0555,7.5201,100.0,4594,scarlet,good,0
21.0,0.0,0.0273,0.0032,0.011,3.1877,8.3273,100.0,4594,scarlet,good,0
22.0,0.0,0.0271,0.0042,0.0125,2.7135,5.5301,100.0,4594,scarlet,good,0
23.0,0.0,0.0271,0.0039,0.0121,2.8505,6.3017,99.43994772727272,4594,scarlet,good,0
24.0,0.0286,0.0486,0.0184,0.0211,0.2903,-1.9635,99.04429377272727,4594,scarlet,good,0
1.0,0.0,0.0273,0.0025,0.0097,3.7712,12.5008,99.87753576190478,4592,scarlet,good,0
2.0,0.0,0.0275,0.0036,0.0116,3.0109,7.2808,100.0,4592,scarlet,good,0
3.0,0.0,0.0274,0.0037,0.0118,2.9701,6.9972,100.0,4592,scarlet,good,0
4.0,0.0,0.0274,0.0034,0.0113,3.1372,8.0309,100.0,4592,scarlet,good,0
5.0,0.0,0.0275,0.0035,0.0116,3.0414,7.4336,100.0,4592,scarlet,good,0
6.0,0.0,0.0275,0.0035,0.0116,3.087,7.7724,100.0,4592,scarlet,good,0
7.0,0.0,0.0274,0.0036,0.0116,2.9876,7.0752,100.0,4592,scarlet,good,0
8.0,0.0,0.0275,0.0035,0.0114,3.0922,7.7546,100.0,4592,scarlet,good,0
9.0,0.0,0.0276,0.0036,0.0117,2.988,7.1144,100.0,4592,scarlet,good,0
10.0,0.0,0.0275,0.0035,0.0115,3.0785,7.6688,100.0,4592,scarlet,good,0
11.0,0.0,0.0272,0.0042,0.0125,2.733,5.6292,100.0,4592,scarlet,good,0
12.0,0.0,0.0274,0.0038,0.012,2.8848,6.4957,100.0,4592,scarlet,good,0
13.0,0.0,0.0273,0.0039,0.0121,2.855,6.3221,99.91600752380953,4592,scarlet,good,0
14.0,0.0,0.0272,0.0036,0.0115,3.0032,7.1711,97.97501231818183,4592,scarlet,good,0
15.0,0.0,0.0273,0.0044,0.0128,2.6165,5.0019,98.09195186363637,4592,scarlet,good,0
16.0,0.0,0.0271,0.0051,0.0137,2.3613,3.7125,98.706783,4592,scarlet,good,0
17.0,0.0,0.0273,0.0032,0.011,3.2599,8.8361,100.0,4592,scarlet,good,0
18.0,0.0,0.0273,0.0042,0.0125,2.7262,5.5946,100.0,4592,scarlet,good,0
19.0,0.0,0.0276,0.0035,0.0115,3.0489,7.4807,100.0,4592,scarlet,good,0
20.0,0.0,0.0275,0.0035,0.0115,3.0481,7.4745,100.0,4592,scarlet,good,0
21.0,0.0,0.0273,0.0032,0.011,3.1868,8.3179,100.0,4592,scarlet,good,0
22.0,0.0,0.0271,0.0042,0.0126,2.7108,5.5094,100.0,4592,scarlet,good,0
23.0,0.0,0.0271,0.0039,0.0121,2.8509,6.305,99.43994772727272,4592,scarlet,good,0
24.0,0.0286,0.0486,0.0184,0.0211,0.2901,-1.9639,99.04429377272727,4592,scarlet,good,0
1.0,0.0,0.0273,0.0025,0.0096,3.7839,12.6055,99.87753576190478,4048,scarlet,drop,0.40
2.0,0.0,0.0276,0.0036,0.0117,3.0004,7.186,100.0,4048,scarlet,drop,0.40
3.0,0.0,0.0274,0.0037,0.0117,2.9727,7.0194,74.98665804545453,4048,scarlet,drop,0.40
4.0,0.0,0.0274,0.0034,0.0112,3.1759,8.3284,30.41172604545454,4048,scarlet,drop,0.40
5.0,0.0141,0.0385,0.0036,0.0114,3.0419,7.4709,13.54957938095238,4048,scarlet,drop,0.40
6.0,0.0105,0.0343,0.0035,0.0114,3.0767,7.708,4.250649454545455,4048,scarlet,drop,0.40
7.0,0.0072,0.0337,0.0036,0.0114,2.9829,7.0664,2.165177863636364,4048,scarlet,drop,0.40
8.0,0.0034,0.031,0.0034,0.0111,3.1023,7.8093,4.957259545454545,4048,scarlet,drop,0.40
9.0,0.0073,0.035,0.0037,0.0115,2.9997,7.2128,15.309992714285718,4048,scarlet,drop,0.40
10.0,0.0208,0.0438,0.0035,0.0113,3.0649,7.6101,7.972798136363633,4048,scarlet,drop,0.40
11.0,0.0083,0.0357,0.0042,0.0123,2.747,5.7492,11.872395363636365,4048,scarlet,drop,0.40
12.0,0.0038,0.0313,0.0038,0.0118,2.9065,6.6534,9.167591227272728,4048,scarlet,drop,0.40
13.0,0.0078,0.0352,0.0039,0.0119,2.8747,6.4822,14.829310523809522,4048,scarlet,drop,0.40
14.0,0.0036,0.0308,0.0036,0.0114,3.0489,7.5025,61.96766940909092,4048,scarlet,drop,0.40
15.0,0.0133,0.0409,0.0045,0.0127,2.6321,5.1142,37.976063318181815,4048,scarlet,drop,0.40
16.0,0.0,0.0271,0.0051,0.0135,2.3909,3.8849,36.181161136363635,4048,scarlet,drop,0.40
17.0,0.0095,0.0368,0.0032,0.0108,3.2602,8.8671,9.965359428571428,4048,scarlet,drop,0.40
18.0,0.0042,0.0316,0.0042,0.0123,2.7427,5.7258,11.74899390909091,4048,scarlet,drop,0.40
19.0,0.0106,0.0383,0.0036,0.0114,3.0498,7.5154,11.233497227272728,4048,scarlet,drop,0.40
20.0,0.0035,0.0311,0.0035,0.0112,3.0511,7.4922,11.724515000000002,4048,scarlet,drop,0.40
21.0,0.0,0.0273,0.0033,0.0109,3.2437,8.7835,10.67328242857143,4048,scarlet,drop,0.40
22.0,0.0042,0.0314,0.0042,0.0124,2.7428,5.7255,11.308946545454546,4048,scarlet,drop,0.40
23.0,0.0156,0.0415,0.004,0.012,2.8614,6.404,26.152900636363633,4048,scarlet,drop,0.40
24.0,0.0571,0.081,0.0177,0.021,0.3653,-1.9121,30.10401190909091,4048,scarlet,drop,0.40
1.0,0.0,0.0273,0.0025,0.0096,3.7724,12.5764,99.87753576190478,4483,scarlet,good,0
2.0,0.0,0.0275,0.0036,0.0115,2.9716,7.0361,100.0,4483,scarlet,good,0
3.0,0.0,0.0274,0.0037,0.0118,2.9743,7.0328,100.0,4483,scarlet,good,0
4.0,0.0,0.0274,0.0034,0.0113,3.1415,8.0699,100.0,4483,scarlet,good,0
5.0,0.0,0.0275,0.0035,0.0115,3.0322,7.3513,100.0,4483,scarlet,good,0
6.0,-0.007,0.0272,0.0035,0.0113,3.06,7.5241,100.0,4483,scarlet,good,0
7.0,0.0,0.0274,0.0037,0.0119,2.9252,6.7263,100.0,4483,scarlet,good,0
8.0,0.0,0.0275,0.0033,0.0113,3.1734,8.2768,100.0,4483,scarlet,good,0
9.0,0.0,0.0276,0.0036,0.0117,2.987,7.1069,100.0,4483,scarlet,good,0
10.0,0.0,0.0275,0.0035,0.0115,3.0776,7.6616,100.0,4483,scarlet,good,0
11.0,0.0,0.0272,0.0042,0.0125,2.7357,5.6509,100.0,4483,scarlet,good,0
12.0,0.0,0.0274,0.0038,0.012,2.8876,6.5191,100.0,4483,scarlet,good,0
13.0,-0.0039,0.0271,0.0039,0.0121,2.8631,6.3701,99.91600752380953,4483,scarlet,good,0
14.0,0.0,0.0272,0.0036,0.0115,3.0016,7.1587,97.97501231818183,4483,scarlet,good,0
15.0,0.0,0.0273,0.0044,0.0128,2.6165,5.0021,98.09195186363637,4483,scarlet,good,0
16.0,0.0,0.0271,0.0051,0.0137,2.3614,3.7127,98.706783,4483,scarlet,good,0
17.0,0.0,0.0273,0.0032,0.011,3.2588,8.8253,100.0,4483,scarlet,good,0
18.0,-0.0208,0.0263,0.0041,0.0123,2.7716,5.8752,100.0,4483,scarlet,good,0
19.0,0.0,0.0276,0.0035,0.0115,3.0508,7.4992,100.0,4483,scarlet,good,0
20.0,-0.0035,0.0273,0.0035,0.0115,3.058,7.5436,100.0,4483,scarlet,good,0
21.0,-0.0033,0.0271,0.0033,0.0112,3.2424,8.7741,100.0,4483,scarlet,good,0
22.0,0.0,0.0271,0.0042,0.0124,2.7011,5.4305,100.0,4483,scarlet,good,0
23.0,0.0,0.0271,0.004,0.0123,2.781,5.8896,99.43994772727272,4483,scarlet,good,0
24.0,0.0303,0.0503,0.0183,0.0212,0.3084,-1.9576,99.04429377272727,4483,scarlet,good,0
1.0,-0.0026,0.0272,0.0025,0.0096,3.7836,12.666,99.87753576190478,4158,scarlet,drop,1.30
2.0,0.0,0.0275,0.0036,0.0115,2.9697,7.0296,100.0,4158,scarlet,drop,1.30
3.0,0.0,0.0274,0.0038,0.0119,2.9116,6.6479,29.565062545454545,4158,scarlet,drop,1.30
4.0,0.017,0.0446,0.0033,0.0111,3.2083,8.5403,25.12674140909091,4158,scarlet,drop,1.30
5.0,0.0177,0.0454,0.0036,0.0114,3.0413,7.4843,2.7083859523809526,4158,scarlet,drop,1.30
6.0,0.0211,0.049,0.0036,0.0114,3.047,7.4986,0.9962399545454546,4158,scarlet,drop,1.30
7.0,0.0253,0.0514,0.0037,0.0116,2.9884,7.1635,1.5514839090909092,4158,scarlet,drop,1.30
8.0,0.0276,0.0554,0.0035,0.0113,3.0734,7.6827,1.9678414999999996,4158,scarlet,drop,1.30
9.0,0.0291,0.0552,0.0038,0.0118,2.9653,7.0258,6.005271761904762,4158,scarlet,drop,1.30
10.0,0.0278,0.0589,0.0036,0.0114,3.0561,7.5699,5.570677136363636,4158,scarlet,drop,1.30
11.0,0.0415,0.0696,0.0043,0.0125,2.6791,5.3618,5.859103772727273,4158,scarlet,drop,1.30
12.0,0.0307,0.0557,0.0039,0.0119,2.8619,6.4154,4.472004909090909,4158,scarlet,drop,1.30
13.0,0.0195,0.047,0.004,0.012,2.8465,6.2997,4.940177857142858,4158,scarlet,drop,1.30
14.0,0.0143,0.0417,0.0036,0.0115,3.0368,7.453,11.103735136363635,4158,scarlet,drop,1.30
15.0,0.0265,0.0519,0.0045,0.0128,2.6067,4.9788,9.606325681818184,4158,scarlet,drop,1.30
16.0,0.0203,0.0453,0.0054,0.0138,2.2886,3.393,4.69006690909091,4158,scarlet,drop,1.30
17.0,0.0287,0.0532,0.0031,0.0107,3.3029,9.1564,7.046200380952381,4158,scarlet,drop,1.30
18.0,0.0333,0.0613,0.0043,0.0124,2.6859,5.4101,6.457792363636364,4158,scarlet,drop,1.30
19.0,0.0141,0.0419,0.0036,0.0115,3.0561,7.5851,8.585053,4158,scarlet,drop,1.30
20.0,0.0352,0.0625,0.0036,0.0115,3.0045,7.253,9.297169090909092,4158,scarlet,drop,1.30
21.0,0.0458,0.0733,0.0034,0.0111,3.1413,8.0981,10.098077571428572,4158,scarlet,drop,1.30
22.0,0.0252,0.0528,0.0043,0.0125,2.7001,5.489,4.0901617272727275,4158,scarlet,drop,1.30
23.0,0.0273,0.0547,0.004,0.012,2.8377,6.2669,0.5005027272727273,4158,scarlet,drop,1.30
24.0,0.0571,0.081,0.0177,0.021,0.3656,-1.9114,0.0,4158,scarlet,drop,1.30
1.0,0.0052,0.0303,0.0025,0.0097,3.763,12.4952,99.87753576190478,4429,scarlet,good,0
2.0,0.0036,0.0305,0.0036,0.0117,2.9989,7.1734,100.0,4429,scarlet,good,0
3.0,0.0,0.0274,0.0037,0.0118,2.9714,7.0082,100.0,4429,scarlet,good,0
4.0,0.0,0.0274,0.0034,0.0113,3.1367,8.0282,100.0,4429,scarlet,good,0
5.0,0.0,0.0275,0.0035,0.0116,3.0421,7.4385,100.0,4429,scarlet,good,0
6.0,0.0069,0.0328,0.0036,0.0116,2.9677,6.9476,100.0,4429,scarlet,good,0
7.0,0.2555,0.3073,0.0047,0.0132,2.5085,4.4439,100.0,4429,scarlet,good,0
8.0,0.0,0.03,0.0035,0.0114,3.0928,7.7601,100.0,4429,scarlet,good,0
9.0,0.0,0.0276,0.0036,0.0117,2.9871,7.1059,100.0,4429,scarlet,good,0
10.0,0.0,0.0275,0.0035,0.0115,3.0772,7.6587,100.0,4429,scarlet,good,0
11.0,0.0,0.0272,0.0042,0.0125,2.7638,5.8524,100.0,4429,scarlet,good,0
12.0,0.0,0.0274,0.0038,0.0119,2.8734,6.4012,100.0,4429,scarlet,good,0
13.0,0.0,0.0273,0.004,0.0122,2.7983,5.9936,99.91600752380953,4429,scarlet,good,0
14.0,0.0,0.0272,0.0035,0.0115,3.0802,7.6842,97.97501231818183,4429,scarlet,good,0
15.0,0.0,0.0273,0.0044,0.0128,2.6162,5.0006,98.09195186363637,4429,scarlet,good,0
16.0,0.0,0.0271,0.0051,0.0137,2.3608,3.7093,96.93764254545455,4429,scarlet,good,0
17.0,0.0127,0.0372,0.0032,0.0111,3.2312,8.6382,100.0,4429,scarlet,good,0
18.0,0.0,0.0273,0.0042,0.0125,2.7252,5.587,100.0,4429,scarlet,good,0
19.0,0.0,0.0276,0.0035,0.0115,3.0489,7.48,100.0,4429,scarlet,good,0
20.0,0.0035,0.0289,0.0035,0.0114,3.0296,7.3297,100.0,4429,scarlet,good,0
21.0,0.0033,0.0295,0.0033,0.0112,3.1901,8.3683,100.0,4429,scarlet,good,0
22.0,0.0,0.0271,0.0042,0.0125,2.7106,5.5085,39.966967227272725,4429,scarlet,good,0
23.0,0.168,0.1965,0.0047,0.0132,2.508,4.4378,94.0352115,4429,scarlet,good,0
24.0,0.0286,0.0486,0.0184,0.0211,0.2904,-1.9633,99.04429377272727,4429,scarlet,good,0
1.0,-0.0052,0.0271,0.0025,0.0096,3.7847,12.6108,99.87753576190478,4376,scarlet,good,0
2.0,-0.0036,0.0274,0.0036,0.0117,3.0068,7.2226,100.0,4376,scarlet,good,0
3.0,0.0,0.0274,0.0037,0.0118,2.9717,7.0117,100.0,4376,scarlet,good,0
4.0,0.0,0.0274,0.0034,0.0113,3.1378,8.0368,100.0,4376,scarlet,good,0
5.0,0.0,0.0275,0.0035,0.0116,3.0418,7.4372,100.0,4376,scarlet,good,0
6.0,0.0,0.0275,0.0035,0.0115,3.0554,7.5199,100.0,4376,scarlet,good,0
7.0,0.0,0.0274,0.0036,0.0117,3.0014,7.1935,100.0,4376,scarlet,good,0
8.0,0.0,0.0275,0.0035,0.0115,3.0904,7.7387,100.0,4376,scarlet,good,0
9.0,0.0,0.0276,0.0036,0.0117,2.9847,7.0865,100.0,4376,scarlet,good,0
10.0,0.0,0.0275,0.0035,0.0115,3.0658,7.555,100.0,4376,scarlet,good,0
11.0,-0.0041,0.027,0.0041,0.0124,2.7444,5.7025,100.0,4376,scarlet,good,0
12.0,0.0,0.0274,0.0038,0.012,2.884,6.4895,100.0,4376,scarlet,good,0
13.0,-0.0078,0.0269,0.0039,0.012,2.8594,6.3194,99.91600752380953,4376,scarlet,good,0
14.0,0.0,0.0272,0.0036,0.0117,3.016,7.2847,97.97501231818183,4376,scarlet,good,0
15.0,0.0,0.0273,0.0044,0.0128,2.6146,4.9883,98.09195186363637,4376,scarlet,good,0
16.0,0.0,0.0271,0.0051,0.0136,2.3612,3.7113,98.706783,4376,scarlet,good,0
17.0,-0.0032,0.0271,0.0032,0.011,3.2636,8.8515,100.0,4376,scarlet,good,0
18.0,0.0,0.0273,0.0042,0.0125,2.7236,5.5734,100.0,4376,scarlet,good,0
19.0,0.0,0.0276,0.0035,0.0116,3.0476,7.4697,100.0,4376,scarlet,good,0
20.0,0.0,0.0275,0.0035,0.0114,3.0392,7.3959,100.0,4376,scarlet,good,0
21.0,0.0,0.0273,0.0033,0.0112,3.1991,8.4331,100.0,4376,scarlet,good,0
22.0,0.0,0.0271,0.0043,0.0127,2.6485,5.166,100.0,4376,scarlet,good,0
23.0,0.0,0.0272,0.0038,0.012,2.9182,6.7014,99.43994772727272,4376,scarlet,good,0
24.0,0.0,0.0214,0.0179,0.021,0.343,-1.9261,99.04429377272727,4376,scarlet,good,0
1.0,0.0,0.0273,0.0025,0.0096,3.7863,12.6812,21.51294840909091,3892,scarlet,delay,440
2.0,0.0,0.0276,0.0036,0.0117,2.9978,7.1628,19.502323173913044,3892,scarlet,delay,440
3.0,0.0037,0.028,0.0037,0.0118,2.9644,6.9669,89.65131591304348,3892,scarlet,delay,440
4.0,0.6431,0.6641,0.0063,0.015,2.0137,2.1779,100.0,3892,scarlet,delay,440
5.0,0.053,0.0768,0.005,0.0311,13.5943,206.2519,100.0,3892,scarlet,delay,440
6.0,0.0211,0.0493,0.0036,0.0116,3.1499,8.2983,100.0,3892,scarlet,delay,440
7.0,-0.0289,-0.0024,0.0035,0.0113,3.0954,7.821,42.937315304347834,3892,scarlet,delay,440
8.0,0.0103,0.0383,0.0035,0.0113,3.1096,7.9109,25.248896173913046,3892,scarlet,delay,440
