second,packet_drop_rate,byte_drop_rate,avg_timeDelta,std_timeDelta,skw_timeDelta,kur_timeDelta,vmaf,exp_id,video,problem,value
3.0,0.0,0.0274,0.0037,0.0118,2.9734,7.0261,100.0,3944,scarlet,delay,540
4.0,0.6229,0.6465,0.0063,0.015,2.0003,2.1142,100.0,3944,scarlet,delay,540
5.0,0.1095,0.1268,0.0051,0.0378,14.2448,216.6043,100.0,3944,scarlet,delay,540
6.0,0.014,0.0425,0.0036,0.0114,3.0598,7.5862,100.0,3944,scarlet,delay,540
7.0,-0.0397,-0.0122,0.0036,0.0115,3.0315,7.4151,100.0,3944,scarlet,delay,540
8.0,0.0621,0.0916,0.0035,0.0116,3.1819,8.4543,100.0,3944,scarlet,delay,540
9.0,-0.0473,-0.025,0.0035,0.0113,3.117,7.9571,95.63447745454546,3944,scarlet,delay,540
10.0,-0.0139,0.0176,0.0034,0.0112,3.1396,8.1007,56.48252004545455,3944,scarlet,delay,540
11.0,-0.083,-0.0526,0.0038,0.0117,2.9063,6.6321,8.609046772727273,3944,scarlet,delay,540
12.0,0.0307,0.0554,0.0041,0.0122,2.7689,5.8432,21.060329954545455,3944,scarlet,delay,540
13.0,0.0039,0.0298,0.0039,0.0119,2.8833,6.5336,20.26455057142857,3944,scarlet,delay,540
14.0,0.0143,0.0516,0.0036,0.0115,3.0157,7.3034,25.833532818181823,3944,scarlet,delay,540
15.0,-0.0088,-0.0026,0.0044,0.0126,2.6775,5.3599,81.76619981818182,3944,scarlet,delay,540
16.0,-0.1633,-0.1299,0.0042,0.0124,2.7585,5.8181,86.04544286363635,3944,scarlet,delay,540
17.0,0.1206,0.1496,0.0036,0.0115,3.0405,7.4897,66.4345955,3944,scarlet,delay,540
18.0,-0.1208,-0.1053,0.0037,0.0116,2.9606,6.9656,17.87150777272727,3944,scarlet,delay,540
19.0,0.1268,0.1493,0.004,0.0121,2.8135,6.1292,21.54460866666667,3944,scarlet,delay,540
20.0,-0.0246,0.0044,0.0034,0.0112,3.1296,8.0423,20.99891640909091,3944,scarlet,delay,540
21.0,-0.0327,-0.0067,0.0032,0.0108,3.2889,9.0572,20.511263136363638,3944,scarlet,delay,540
22.0,0.0672,0.1064,0.0044,0.0126,2.6097,4.9766,16.53783490909091,3944,scarlet,delay,540
23.0,0.0039,0.0255,0.0041,0.0122,2.8011,6.0494,45.02861554545454,3944,scarlet,delay,540
24.0,-5.8571,-6.4906,0.0041,0.0122,2.7728,5.9081,71.21275113636365,3944,scarlet,delay,540
25.0,0.0,0.0,0.0182,0.025,0.6973,-2.8177,85.56766445454546,3944,scarlet,delay,540
1.0,-0.0026,0.0272,0.0025,0.0096,3.7896,12.6552,99.88310249999999,3740,scarlet,delay,140
2.0,0.0,0.0276,0.0036,0.0117,2.9987,7.17,100.0,3740,scarlet,delay,140
3.0,0.0,0.0274,0.0037,0.0118,2.9734,7.026,100.0,3740,scarlet,delay,140
4.0,0.5859,0.6126,0.0082,0.0219,4.596,30.8054,33.20960330434782,3740,scarlet,delay,140
5.0,-0.0212,0.0055,0.0035,0.0112,3.1115,7.8864,40.23448927272727,3740,scarlet,delay,140
6.0,0.0246,0.0557,0.0036,0.0114,3.0425,7.4919,34.05823565217392,3740,scarlet,delay,140
7.0,-0.0253,0.0031,0.0035,0.0113,3.0832,7.727,11.387054000000001,3740,scarlet,delay,140
8.0,0.0172,0.0428,0.0035,0.0113,3.0907,7.7787,31.17493747826087,3740,scarlet,delay,140
9.0,-0.0218,0.0056,0.0035,0.0113,3.0457,7.4546,34.81528845454546,3740,scarlet,delay,140
10.0,-0.0139,0.0129,0.0034,0.0112,3.1414,8.1203,18.436876608695655,3740,scarlet,delay,140
11.0,-0.0373,-0.0088,0.004,0.0121,2.8351,6.246,10.405049086956522,3740,scarlet,delay,140
12.0,0.0421,0.0661,0.004,0.012,2.8338,6.242,9.926474739130436,3740,scarlet,delay,140
13.0,-0.0078,0.0205,0.0039,0.0118,2.9057,6.6659,8.661198045454546,3740,scarlet,delay,140
14.0,0.1039,0.1347,0.004,0.012,2.8379,6.2684,40.14576391304348,3740,scarlet,delay,140
15.0,-0.0265,-0.0047,0.0043,0.0125,2.7072,5.5201,50.84119013043478,3740,scarlet,delay,140
16.0,-0.1735,-0.1501,0.0044,0.0126,2.691,5.4355,85.7772966521739,3740,scarlet,delay,140
17.0,-0.0952,-0.0657,0.0029,0.0102,3.4775,10.3445,18.106152181818185,3740,scarlet,delay,140
18.0,0.0583,0.0828,0.0044,0.0126,2.6311,5.0953,12.521569826086958,3740,scarlet,delay,140
19.0,0.0317,0.0611,0.0036,0.0115,3.0132,7.3115,13.274789260869566,3740,scarlet,delay,140
20.0,-0.0493,-0.0237,0.0034,0.0111,3.1804,8.3758,13.743978347826088,3740,scarlet,delay,140
21.0,0.1307,0.1626,0.0038,0.0117,2.9403,6.8421,13.960555045454548,3740,scarlet,delay,140
22.0,0.0672,0.0992,0.0045,0.0128,2.6208,5.0596,18.49858530434783,3740,scarlet,delay,140
23.0,-0.0195,0.0078,0.0038,0.0118,2.9285,6.8005,49.330852782608694,3740,scarlet,delay,140
24.0,-5.1429,-5.8051,0.003,0.0102,3.4074,10.0321,73.9401768695652,3740,scarlet,delay,140
1.0,0.0,0.0273,0.0025,0.0096,3.7813,12.5866,19.37371047826087,3866,scarlet,delay,380
2.0,0.0,0.0276,0.0036,0.0117,3.0027,7.2053,21.485172000000006,3866,scarlet,delay,380
3.0,0.0,0.0274,0.0037,0.0118,2.9736,7.0266,22.177327666666667,3866,scarlet,delay,380
4.0,0.6229,0.6465,0.0063,0.015,2.0018,2.1242,13.142805541666666,3866,scarlet,delay,380
5.0,0.0636,0.0847,0.0049,0.0279,12.796,188.1808,26.759422043478267,3866,scarlet,delay,380
6.0,0.0211,0.0496,0.0036,0.0114,3.0498,7.5374,28.031310208333338,3866,scarlet,delay,380
7.0,-0.0361,-0.0025,0.0035,0.0111,3.0908,7.7433,29.113904583333333,3866,scarlet,delay,380
8.0,0.0103,0.0402,0.0035,0.0113,3.1025,7.8517,29.081622083333333,3866,scarlet,delay,380
9.0,-0.0073,0.0161,0.0036,0.0115,3.0364,7.4488,8.972213739130433,3866,scarlet,delay,380
10.0,-0.059,-0.0326,0.0033,0.011,3.22,8.6024,6.8378902916666675,3866,scarlet,delay,380
11.0,-0.0581,-0.0252,0.0039,0.0119,2.8754,6.4855,6.537021916666666,3866,scarlet,delay,380
12.0,0.0651,0.1066,0.0041,0.0121,2.7539,5.74,6.642540041666667,3866,scarlet,delay,380
13.0,0.0039,0.0302,0.0039,0.0118,2.868,6.4077,5.083978956521739,3866,scarlet,delay,380
14.0,0.0072,0.0593,0.0036,0.0115,3.0335,7.4251,7.637082625000001,3866,scarlet,delay,380
15.0,-0.0177,0.0002,0.0044,0.0126,2.6914,5.4313,56.39422854166667,3866,scarlet,delay,380
16.0,-0.1888,-0.1584,0.0043,0.0125,2.7148,5.5659,28.14001883333333,3866,scarlet,delay,380
17.0,0.0127,0.0399,0.0032,0.0108,3.2767,9.0132,5.168737695652174,3866,scarlet,delay,380
18.0,0.0167,0.0371,0.0042,0.0123,2.7189,5.5954,9.72075925,3866,scarlet,delay,380
19.0,0.0282,0.0559,0.0036,0.0115,3.0202,7.3554,9.24900225,3866,scarlet,delay,380
20.0,0.0,0.0265,0.0035,0.0113,3.0903,7.7461,8.571670458333333,3866,scarlet,delay,380
21.0,0.0392,0.0703,0.0034,0.0111,3.1472,8.1515,9.693615304347826,3866,scarlet,delay,380
22.0,0.0546,0.0914,0.0045,0.0127,2.6429,5.175,6.968550166666667,3866,scarlet,delay,380
23.0,-0.0312,-0.0091,0.0038,0.0117,2.9433,6.867,16.040982083333333,3866,scarlet,delay,380
24.0,-5.4,-6.0114,0.0041,0.012,2.7544,5.8437,41.418787125,3866,scarlet,delay,380
1.0,0.0,0.0273,0.0025,0.0096,3.7856,12.6735,19.37371047826087,3893,scarlet,delay,440
2.0,0.0,0.0276,0.0036,0.0117,3.0006,7.1863,21.485172000000006,3893,scarlet,delay,440
3.0,0.0,0.0274,0.0037,0.0118,2.9711,7.0064,22.177327666666667,3893,scarlet,delay,440
4.0,0.6229,0.6465,0.0063,0.015,2.0019,2.1247,23.519687416666667,3893,scarlet,delay,440
5.0,0.0707,0.0917,0.005,0.0313,13.5149,203.3632,26.767178782608692,3893,scarlet,delay,440
6.0,0.0211,0.0493,0.0036,0.0113,3.0346,7.4068,18.79737725,3893,scarlet,delay,440
7.0,-0.0289,-0.0024,0.0035,0.0113,3.0918,7.7837,10.586671583333333,3893,scarlet,delay,440
8.0,0.0103,0.0383,0.0035,0.0113,3.1033,7.8549,7.273820458333333,3893,scarlet,delay,440
9.0,-0.0073,0.0156,0.0036,0.0115,3.0384,7.4635,3.1967070434782605,3893,scarlet,delay,440
10.0,-0.0035,0.0258,0.0035,0.0112,3.1196,7.9758,6.87320325,3893,scarlet,delay,440
11.0,-0.0788,-0.0465,0.0039,0.0118,2.9098,6.6802,6.7363738333333325,3893,scarlet,delay,440
12.0,0.0345,0.0601,0.004,0.012,2.8446,6.2917,6.68823825,3893,scarlet,delay,440
13.0,0.0039,0.0297,0.0039,0.0118,2.8657,6.3832,4.980878391304347,3893,scarlet,delay,440
14.0,0.0215,0.0571,0.0037,0.0115,2.97,6.9924,8.639570791666667,3893,scarlet,delay,440
15.0,0.0,0.0066,0.0044,0.0126,2.6766,5.3544,56.83018704166667,3893,scarlet,delay,440
16.0,-0.201,-0.1653,0.0043,0.0125,2.7135,5.5568,28.14033383333333,3893,scarlet,delay,440
17.0,0.0159,0.0439,0.0032,0.0108,3.2711,8.9781,4.919224652173914,3893,scarlet,delay,440
18.0,0.0167,0.0361,0.0042,0.0124,2.7178,5.5846,9.645792,3893,scarlet,delay,440
19.0,0.0282,0.0563,0.0036,0.0115,3.0146,7.3031,9.248422708333333,3893,scarlet,delay,440
20.0,0.0,0.0248,0.0035,0.0113,3.0679,7.6148,8.887619166666667,3893,scarlet,delay,440
21.0,0.0359,0.067,0.0034,0.0111,3.1579,8.2293,9.965591304347829,3893,scarlet,delay,440
22.0,0.063,0.1021,0.0045,0.0127,2.6263,5.0875,7.555182375,3893,scarlet,delay,440
23.0,-0.0391,-0.0189,0.0038,0.0117,2.9589,6.968,16.114232541666667,3893,scarlet,delay,440
24.0,-5.4571,-6.0486,0.0042,0.0121,2.7291,5.695,41.418787125,3893,scarlet,delay,440
1.0,0.0,0.0273,0.0025,0.0096,3.7839,12.6379,99.87753576190478,4115,scarlet,drop,0.95
2.0,0.0,0.0276,0.0036,0.0117,2.9997,7.1802,100.0,4115,scarlet,drop,0.95
3.0,-0.0036,0.0272,0.0038,0.0119,2.9181,6.6849,24.61363236363637,4115,scarlet,drop,0.95
4.0,0.0102,0.0443,0.0033,0.0111,3.2224,8.6315,1.4760261818181817,4115,scarlet,drop,0.95
5.0,0.0212,0.049,0.0036,0.0114,3.0277,7.3798,0.26017504761904764,4115,scarlet,drop,0.95
6.0,0.0105,0.0382,0.0036,0.0114,3.0672,7.6225,0.0083545,4115,scarlet,drop,0.95
7.0,0.0217,0.0463,0.0037,0.0116,2.9901,7.1556,0.24101563636363635,4115,scarlet,drop,0.95
8.0,0.0069,0.0345,0.0035,0.0112,3.1118,7.9092,8.902987863636362,4115,scarlet,drop,0.95
9.0,0.0109,0.0387,0.0037,0.0115,2.9975,7.2133,12.673058,4115,scarlet,drop,0.95
10.0,0.0278,0.0556,0.0036,0.0114,3.05,7.5169,9.232358681818182,4115,scarlet,drop,0.95
11.0,0.0,0.0272,0.0041,0.0122,2.7645,5.8471,11.658462363636364,4115,scarlet,drop,0.95
12.0,0.023,0.0508,0.0039,0.0119,2.8709,6.4479,7.4083417727272725,4115,scarlet,drop,0.95
13.0,0.0156,0.0417,0.0039,0.0119,2.8587,6.3849,13.150154714285712,4115,scarlet,drop,0.95
14.0,0.0108,0.0363,0.0037,0.0116,3.0537,7.5797,22.391473136363633,4115,scarlet,drop,0.95
15.0,0.0133,0.0409,0.0045,0.0127,2.6343,5.1313,14.263122954545453,4115,scarlet,drop,0.95
16.0,0.0102,0.0377,0.0052,0.0135,2.374,3.8083,24.294910636363635,4115,scarlet,drop,0.95
17.0,0.0127,0.04,0.0032,0.0108,3.2657,8.9391,9.130536523809523,4115,scarlet,drop,0.95
18.0,0.0458,0.0741,0.0044,0.0125,2.6631,5.2897,9.814065954545454,4115,scarlet,drop,0.95
19.0,0.0317,0.0545,0.0036,0.0115,3.0161,7.3336,7.823087727272729,4115,scarlet,drop,0.95
20.0,0.0211,0.0481,0.0036,0.0114,3.0268,7.3681,7.386281727272728,4115,scarlet,drop,0.95
21.0,0.0131,0.04,0.0033,0.011,3.2205,8.6379,8.563527095238097,4115,scarlet,drop,0.95
22.0,0.0168,0.0442,0.0043,0.0124,2.7186,5.5915,5.07693590909091,4115,scarlet,drop,0.95
23.0,0.0273,0.0538,0.004,0.0121,2.8384,6.2718,2.8799615909090908,4115,scarlet,drop,0.95
24.0,0.0571,0.081,0.0189,0.0211,0.2351,-1.9958,0.0,4115,scarlet,drop,0.95
1.0,-0.0052,0.0221,0.0026,0.0098,3.6916,11.9239,99.87753576190478,4340,scarlet,drop,2.85
2.0,0.0072,0.0349,0.0035,0.0115,3.0726,7.6374,99.72122436363635,4340,scarlet,drop,2.85
3.0,0.0,0.0274,0.0037,0.0118,2.9717,7.0118,20.496066909090914,4340,scarlet,drop,2.85
4.0,0.0337,0.0614,0.0035,0.0114,3.1024,7.8521,0.0,4340,scarlet,drop,2.85
5.0,0.053,0.0812,0.0037,0.0116,2.9688,7.0374,0.010544428571428571,4340,scarlet,drop,2.85
6.0,0.0877,0.1144,0.0038,0.0118,2.913,6.6992,0.09935377272727272,4340,scarlet,drop,2.85
7.0,0.0433,0.0704,0.0038,0.0117,2.9442,6.8781,0.49974390909090904,4340,scarlet,drop,2.85
8.0,0.0448,0.071,0.0036,0.0113,3.0241,7.3426,2.7482946818181815,4340,scarlet,drop,2.85
9.0,0.0691,0.0974,0.0039,0.0119,2.8729,6.4566,4.840233333333333,4340,scarlet,drop,2.85
10.0,0.066,0.0943,0.0037,0.0116,2.9727,7.0497,3.2343990909090907,4340,scarlet,drop,2.85
11.0,0.0581,0.0866,0.0044,0.0126,2.6545,5.2432,3.2556904090909096,4340,scarlet,drop,2.85
12.0,0.0766,0.1054,0.0042,0.0122,2.7638,5.8415,2.252779227272727,4340,scarlet,drop,2.85
13.0,0.0661,0.0943,0.0042,0.0123,2.7592,5.8144,1.6764770000000002,4340,scarlet,drop,2.85
14.0,0.0394,0.0669,0.0037,0.0117,2.9861,7.1459,0.0,4340,scarlet,drop,2.85
15.0,0.0619,0.0909,0.0047,0.0131,2.5737,4.8129,0.015365863636363636,4340,scarlet,drop,2.85
16.0,0.0408,0.0681,0.0053,0.0144,2.6519,6.2597,1.2582676363636363,4340,scarlet,drop,2.85
17.0,0.0508,0.078,0.0033,0.0109,3.1652,8.2293,9.713326761904762,4340,scarlet,drop,2.85
18.0,0.0292,0.0571,0.0043,0.0124,2.6907,5.4244,9.01797090909091,4340,scarlet,drop,2.85
19.0,0.0669,0.0912,0.0038,0.0117,2.9386,6.85,8.283489818181819,4340,scarlet,drop,2.85
20.0,0.0423,0.0705,0.0037,0.0115,2.9861,7.1271,5.237415181818181,4340,scarlet,drop,2.85
21.0,0.0359,0.0634,0.0034,0.0111,3.1728,8.3346,6.017155476190476,4340,scarlet,drop,2.85
22.0,0.0546,0.0827,0.0044,0.0125,2.6307,5.0808,3.4692563181818175,4340,scarlet,drop,2.85
23.0,0.0859,0.1125,0.0043,0.0124,2.7204,5.6007,1.0034675454545454,4340,scarlet,drop,2.85
24.0,0.1714,0.2067,0.0216,0.0213,-0.0236,-2.0637,0.0,4340,scarlet,drop,2.85
1.0,0.0,0.0273,0.0025,0.0097,3.7666,12.4662,99.87753576190478,4661,scarlet,good,0
2.0,0.0,0.0276,0.0036,0.0117,2.9999,7.182,100.0,4661,scarlet,good,0
3.0,0.0,0.0274,0.0037,0.0118,2.9716,7.0113,100.0,4661,scarlet,good,0
4.0,0.0,0.0274,0.0034,0.0113,3.1373,8.0338,100.0,4661,scarlet,good,0
5.0,0.0,0.0275,0.0035,0.0116,3.0423,7.4415,100.0,4661,scarlet,good,0
6.0,0.0,0.0275,0.0035,0.0115,3.0547,7.5136,100.0,4661,scarlet,good,0
7.0,0.0,0.0274,0.0036,0.0117,2.9995,7.1782,100.0,4661,scarlet,good,0
8.0,-0.0034,0.0273,0.0034,0.0114,3.0962,7.772,100.0,4661,scarlet,good,0
9.0,0.0,0.0276,0.0036,0.0117,2.9852,7.0914,100.0,4661,scarlet,good,0
10.0,0.0,0.0275,0.0035,0.0115,3.0765,7.6521,100.0,4661,scarlet,good,0
11.0,0.0,0.0272,0.0041,0.0125,2.7343,5.6402,100.0,4661,scarlet,good,0
12.0,0.0,0.0274,0.0038,0.012,2.8836,6.4855,100.0,4661,scarlet,good,0
13.0,0.0,0.0273,0.004,0.0122,2.7972,5.9848,99.91600752380953,4661,scarlet,good,0
14.0,0.0,0.0272,0.0035,0.0115,3.0819,7.6999,97.97501231818183,4661,scarlet,good,0
15.0,-0.0044,0.0271,0.0044,0.0128,2.6239,5.0401,98.09195186363637,4661,scarlet,good,0
16.0,0.0,0.0271,0.0051,0.0138,2.3709,3.7783,98.706783,4661,scarlet,good,0
17.0,0.0,0.0273,0.0032,0.011,3.2445,8.6865,100.0,4661,scarlet,good,0
18.0,0.0,0.0273,0.0042,0.0125,2.727,5.6022,100.0,4661,scarlet,good,0
19.0,0.0,0.0276,0.0035,0.0114,3.0782,7.7037,100.0,4661,scarlet,good,0
20.0,0.0,0.0275,0.0035,0.0116,3.0497,7.4897,100.0,4661,scarlet,good,0
21.0,0.0,0.0273,0.0033,0.0112,3.2012,8.4523,100.0,4661,scarlet,good,0
22.0,0.0,0.0271,0.0042,0.0125,2.7107,5.509,100.0,4661,scarlet,good,0
23.0,0.0,0.0271,0.0039,0.0121,2.8481,6.2827,99.43994772727272,4661,scarlet,good,0
24.0,0.0286,0.0486,0.0184,0.0211,0.2903,-1.9634,99.04429377272727,4661,scarlet,good,0
1.0,0.0,0.0273,0.0025,0.0096,3.7855,12.6407,99.87753576190478,4178,scarlet,drop,1.50
2.0,0.0,0.0276,0.0036,0.0117,2.9999,7.1802,100.0,4178,scarlet,drop,1.50
3.0,0.0,0.0274,0.0037,0.0117,2.9731,7.0222,28.580369863636363,4178,scarlet,drop,1.50
4.0,0.0168,0.0444,0.0034,0.0113,3.1361,8.0606,2.9512526363636367,4178,scarlet,drop,1.50
5.0,0.0283,0.0561,0.0036,0.0115,3.019,7.3441,0.5191199999999999,4178,scarlet,drop,1.50
6.0,0.0246,0.0525,0.0036,0.0114,3.0414,7.4694,0.06152609090909091,4178,scarlet,drop,1.50
7.0,0.0289,0.0603,0.0037,0.0116,2.978,7.0947,0.8859206818181818,4178,scarlet,drop,1.50
8.0,0.0345,0.0616,0.0036,0.0114,3.0563,7.5658,2.685147454545455,4178,scarlet,drop,1.50
9.0,0.0364,0.0652,0.0038,0.0117,2.947,6.9089,7.326358142857143,4178,scarlet,drop,1.50
10.0,0.0417,0.0663,0.0036,0.0114,3.0293,7.4089,6.964375954545455,4178,scarlet,drop,1.50
11.0,0.0249,0.0527,0.0043,0.0124,2.7159,5.5741,6.700553090909093,4178,scarlet,drop,1.50
12.0,0.0307,0.055,0.004,0.012,2.8602,6.3963,4.780906454545454,4178,scarlet,drop,1.50
13.0,0.0428,0.0694,0.0041,0.0121,2.8062,6.0859,6.969688666666666,4178,scarlet,drop,1.50
14.0,0.0358,0.0633,0.0037,0.0116,2.9906,7.1735,13.480939863636364,4178,scarlet,drop,1.50
15.0,0.0265,0.0545,0.0045,0.0128,2.6062,4.9786,14.02899181818182,4178,scarlet,drop,1.50
16.0,0.0306,0.0589,0.0053,0.0137,2.3344,3.613,7.441332045454544,4178,scarlet,drop,1.50
17.0,0.0317,0.059,0.0033,0.0109,3.224,8.6595,7.437169904761906,4178,scarlet,drop,1.50
18.0,0.0167,0.0443,0.0042,0.0123,2.7132,5.5468,7.471190363636365,4178,scarlet,drop,1.50
19.0,0.0387,0.067,0.0037,0.0115,2.9996,7.222,6.537042272727273,4178,scarlet,drop,1.50
20.0,0.0282,0.0561,0.0036,0.0114,3.0172,7.3175,7.365515272727273,4178,scarlet,drop,1.50
21.0,0.0294,0.0567,0.0034,0.0111,3.1862,8.4127,7.893474238095238,4178,scarlet,drop,1.50
22.0,0.021,0.0485,0.0043,0.0125,2.7114,5.5521,4.401192727272727,4178,scarlet,drop,1.50
23.0,0.0078,0.0348,0.0039,0.0125,3.2529,10.1511,19.836685454545457,4178,scarlet,drop,1.50
24.0,0.1143,0.1189,0.0186,0.0208,0.2307,-2.0361,49.43988663636364,4178,scarlet,drop,1.50
1.0,0.0026,0.028,0.0026,0.0097,3.704,12.1173,99.87753576190478,4321,scarlet,drop,2.65
2.0,-0.0036,0.0265,0.0035,0.0115,3.0713,7.6257,100.0,4321,scarlet,drop,2.65
3.0,0.0,0.0274,0.0037,0.0117,2.972,7.0143,28.172479772727282,4321,scarlet,drop,2.65
4.0,0.0135,0.041,0.0034,0.0112,3.1449,8.1211,0.04962486363636364,4321,scarlet,drop,2.65
5.0,0.0177,0.0454,0.0036,0.0114,3.042,7.4895,0.7217697142857142,4321,scarlet,drop,2.65
6.0,0.0561,0.0847,0.0037,0.0117,2.985,7.147,0.7977863181818182,4321,scarlet,drop,2.65
7.0,0.0397,0.0678,0.0038,0.0117,2.9542,6.9429,1.2224183636363637,4321,scarlet,drop,2.65
8.0,0.0345,0.0624,0.0036,0.0114,3.0499,7.5071,3.2307240000000004,4321,scarlet,drop,2.65
9.0,0.0545,0.0802,0.0038,0.0118,2.9004,6.6088,6.033948619047619,4321,scarlet,drop,2.65
10.0,0.0625,0.0941,0.0037,0.0115,2.9708,7.026,5.148853272727273,4321,scarlet,drop,2.65
11.0,0.0788,0.1059,0.0045,0.0127,2.6055,4.9651,5.612465954545455,4321,scarlet,drop,2.65
12.0,0.0345,0.0596,0.004,0.012,2.8468,6.3067,4.581429863636364,4321,scarlet,drop,2.65
13.0,0.0623,0.0878,0.0042,0.0122,2.7669,5.8633,4.070234523809524,4321,scarlet,drop,2.65
14.0,0.0645,0.0891,0.0038,0.0118,2.9212,6.7255,0.0,4321,scarlet,drop,2.65
15.0,0.0442,0.0727,0.0046,0.0129,2.5743,4.8122,0.0,4321,scarlet,drop,2.65
16.0,0.0459,0.0748,0.0053,0.0136,2.2968,3.4177,2.1774805454545456,4321,scarlet,drop,2.65
17.0,0.0286,0.0541,0.0033,0.0109,3.2262,8.6614,10.287154523809523,4321,scarlet,drop,2.65
18.0,0.0208,0.0486,0.0042,0.0122,2.6983,5.4484,6.984892545454545,4321,scarlet,drop,2.65
19.0,0.0423,0.0706,0.0037,0.0115,2.9945,7.1993,6.095559863636362,4321,scarlet,drop,2.65
20.0,0.0458,0.074,0.0037,0.0116,2.9852,7.1424,5.1544145,4321,scarlet,drop,2.65
21.0,0.0654,0.093,0.0035,0.0113,3.1081,7.9146,5.9963898095238095,4321,scarlet,drop,2.65
22.0,0.0294,0.0571,0.0043,0.0125,2.6931,5.4504,5.335453318181819,4321,scarlet,drop,2.65
23.0,0.0508,0.0783,0.0041,0.0122,2.7869,5.975,4.2026165909090905,4321,scarlet,drop,2.65
24.0,0.1429,0.1712,0.0195,0.0212,0.1872,-2.027,4.379194454545455,4321,scarlet,drop,2.65
1.0,0.018,0.0435,0.0025,0.01,4.1844,17.5435,21.035405227272722,3742,scarlet,delay,150
2.0,0.0,0.0276,0.0036,0.0117,2.9986,7.1696,14.432555521739129,3742,scarlet,delay,150
3.0,0.0,0.0274,0.0037,0.0117,2.9689,6.9843,3.0594646521739124,3742,scarlet,delay,150
4.0,0.5867,0.6129,0.0082,0.0224,4.9267,34.9741,9.016093782608698,3742,scarlet,delay,150
5.0,-0.0321,-0.0043,0.0035,0.0112,3.1238,8.0039,79.72857131818182,3742,scarlet,delay,150
6.0,0.0246,0.0557,0.0036,0.0114,3.0383,7.4505,90.14284482608697,3742,scarlet,delay,150
7.0,-0.0253,0.0031,0.0035,0.0116,3.241,9.1385,100.0,3742,scarlet,delay,150
8.0,0.0172,0.0428,0.0035,0.0112,3.0767,7.6524,40.08724265217392,3742,scarlet,delay,150
9.0,-0.0327,0.005,0.0035,0.0113,3.0894,7.7845,65.60880954545455,3742,scarlet,delay,150
10.0,-0.0243,0.0125,0.0034,0.0111,3.1476,8.1146,87.75077782608695,3742,scarlet,delay,150
11.0,-0.0373,-0.0088,0.004,0.012,2.8301,6.1985,56.127016391304345,3742,scarlet,delay,150
12.0,0.0421,0.0661,0.004,0.012,2.8297,6.2056,13.540008,3742,scarlet,delay,150
13.0,-0.0078,0.0205,0.0039,0.0118,2.9013,6.6248,20.52308409090909,3742,scarlet,delay,150
14.0,0.1039,0.1347,0.004,0.012,2.8392,6.278,64.46223234782609,3742,scarlet,delay,150
15.0,-0.0265,-0.0047,0.0043,0.0125,2.7083,5.5285,83.96295795652173,3742,scarlet,delay,150
16.0,-0.1735,-0.1501,0.0044,0.0126,2.6896,5.4275,74.69201847826088,3742,scarlet,delay,150
17.0,-0.0952,-0.0657,0.0029,0.0103,3.4832,10.3921,28.56761068181818,3742,scarlet,delay,150
18.0,0.0625,0.0853,0.0044,0.0126,2.6297,5.1046,19.320117434782606,3742,scarlet,delay,150
19.0,0.0317,0.0611,0.0036,0.0114,2.9973,7.173,20.699744304347824,3742,scarlet,delay,150
20.0,-0.0493,-0.0237,0.0034,0.0111,3.1797,8.3724,18.3572782173913,3742,scarlet,delay,150
21.0,0.134,0.1627,0.0038,0.0118,2.9727,7.0837,18.883787136363637,3742,scarlet,delay,150
22.0,0.0672,0.0992,0.0045,0.0128,2.6475,5.1866,14.485122086956524,3742,scarlet,delay,150
23.0,-0.0195,0.0078,0.0038,0.0121,3.0345,7.6235,12.571912173913043,3742,scarlet,delay,150
24.0,-5.1714,-5.8376,0.0035,0.0112,3.1358,8.0892,71.70759699999999,3742,scarlet,delay,150
1.0,0.0,0.0273,0.0025,0.0096,3.789,12.6822,19.37371047826087,3891,scarlet,delay,420
2.0,0.0,0.0276,0.0036,0.0117,2.9997,7.1798,21.485172000000006,3891,scarlet,delay,420
3.0,0.0,0.0274,0.0037,0.0118,2.9708,7.0038,22.177327666666667,3891,scarlet,delay,420
4.0,0.6267,0.6497,0.0064,0.0152,2.0125,2.1888,23.519724125,3891,scarlet,delay,420
5.0,0.0607,0.0829,0.0049,0.0301,13.3882,200.5957,26.766489869565213,3891,scarlet,delay,420
6.0,0.0211,0.0493,0.0036,0.0114,3.0446,7.4897,28.036103583333333,3891,scarlet,delay,420
7.0,-0.0289,-0.0024,0.0035,0.0113,3.092,7.7859,7.446188250000001,3891,scarlet,delay,420
8.0,0.0103,0.0383,0.0035,0.0113,3.1076,7.8988,27.397822083333335,3891,scarlet,delay,420
9.0,-0.0073,0.0156,0.0036,0.0115,3.0355,7.4355,8.676031999999998,3891,scarlet,delay,420
10.0,-0.0035,0.0258,0.0035,0.0112,3.1166,7.9504,6.7788245,3891,scarlet,delay,420
11.0,-0.0788,-0.0465,0.0038,0.0118,2.9134,6.7111,6.781106291666666,3891,scarlet,delay,420
12.0,0.0345,0.0601,0.004,0.012,2.849,6.3314,6.999110041666666,3891,scarlet,delay,420
13.0,0.0078,0.0311,0.0039,0.0119,2.8736,6.4727,4.951877217391305,3891,scarlet,delay,420
14.0,0.0251,0.0577,0.0037,0.0115,2.9955,7.1846,12.1677045,3891,scarlet,delay,420
